time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost,trade_slippage,event_kind,event_id,cash_event_type,cash_event_amount,cash_event_currency,cash_event_description,cash_event_direction,cash_event_reason,is_external_cash_flow,cash_event_raw_type,cash_event_raw_subtype,cash_event_broker_name,cash_event_broker_event_id
2026-08-03 09:55:00-04:00,buy,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-03 09:55:00-04:00,buy,fill,10.0,SPY,stock,,0.0,,752.765,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-03 15:50:00-04:00,sell,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-03 15:50:00-04:00,sell,fill,10.0,SPY,stock,,0.0,,758.15,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-04 09:50:00-04:00,buy,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-04 09:50:00-04:00,buy,fill,10.0,SPY,stock,,0.0,,762.54,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-04 15:50:00-04:00,sell,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-04 15:50:00-04:00,sell,fill,10.0,SPY,stock,,0.0,,772.91,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-06 09:50:00-04:00,buy,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-06 09:50:00-04:00,buy,fill,10.0,SPY,stock,,0.0,,771.31,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-06 15:50:00-04:00,sell,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-06 15:50:00-04:00,sell,fill,10.0,SPY,stock,,0.0,,768.43,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-07 10:30:00-04:00,buy,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-07 10:30:00-04:00,buy,fill,10.0,SPY,stock,,0.0,,773.16,market,1,0.0,0.0,trade,,,,,,,,,,,,
2026-08-07 15:50:00-04:00,sell,new,,SPY,stock,,0.0,,,market,1,,0.0,trade,,,,,,,,,,,,
2026-08-07 15:50:00-04:00,sell,fill,10.0,SPY,stock,,0.0,,772.85,market,1,0.0,0.0,trade,,,,,,,,,,,,
